name,jif,jif5Years,fiveYearJifQuartile,jifWithoutSelfCites,immediacyIndex
HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,6.3,4.6,N/A,5.6,1.2
Expert Opinion on Drug Discovery,6.3,6.2,Q1,6.2,0.9
Echo Research and Practice,6.3,2.9,N/A,5.5,0.2
Mental Illness,6.3,2.4,N/A,6.3,2.2
Publications Mathematiques de l IHES,6.2,6.5,Q1,6.2,1.1
COMMUNICATION RESEARCH,6.2,5.5,Q1,6.2,1.0
LEARNING AND INSTRUCTION,6.2,6.2,Q1,5.9,1.4
American Economic Journal-Applied Economics,6.2,9.1,Q1,6.1,1.8
ACM TRANSACTIONS ON GRAPHICS,6.2,9.2,Q1,4.6,0.6
JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,6.2,5.7,Q1,5.7,0.9
PRECISION AGRICULTURE,6.2,6.2,Q1,5.7,1.1
AGRICULTURAL AND FOREST METEOROLOGY,6.2,6.9,Q1,5.6,1.5
Tribology International,6.2,5.8,Q1,5.2,1.6
COMPUTER PHYSICS COMMUNICATIONS,6.2,5.6,Q1,6.1,0.8
ROCK MECHANICS AND ROCK ENGINEERING,6.2,6.9,Q1,5.5,1.4
CATENA,6.2,6.4,Q1,5.6,1.3
EuroIntervention,6.2,4.9,Q2,5.9,4.1
TRANSPLANTATION,6.2,5.1,Q1,5.5,3.1
RMD Open,6.2,5.7,Q1,5.8,1.4
Molecular Autism,6.2,7.2,Q1,6.1,0.9
CANCER,6.2,6.8,Q1,6.0,1.2
GLIA,6.2,7.0,Q1,5.9,1.3
Analytica Chimica Acta,6.2,5.9,Q1,5.8,1.7
REVIEWS IN FISH BIOLOGY AND FISHERIES,6.2,6.4,Q1,5.7,1.3
BIOMACROMOLECULES,6.2,6.5,Q1,5.9,1.2
JOURNAL OF BONE AND MINERAL RESEARCH,6.2,6.3,Q1,5.8,1.5
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,6.2,6.9,Q1,5.9,0.5
JOURNAL OF SMALL BUSINESS MANAGEMENT,6.2,6.8,Q2,5.5,2.4
Function,6.2,6.2,N/A,5.6,1.9
Oncogenesis,6.2,6.8,Q1,6.2,1.2
Journal of Neuroimmune Pharmacology,6.2,5.3,Q1,6.2,0.9
Journal of Alloys and Compounds,6.2,5.3,Q1,5.3,1.7
PLANT CELL REPORTS,6.2,5.9,Q1,6.1,0.8
Journal of Manufacturing Processes,6.2,6.2,Q2,5.5,1.4
Surfaces and Interfaces,6.2,5.8,Q1,5.8,1.8
Case Studies in Construction Materials,6.2,6.2,N/A,5.0,2.2
Advanced Electronic Materials,6.2,6.9,Q1,6.0,1.0
INFORMATION SYSTEMS MANAGEMENT,6.2,5.1,Q2,6.1,0.4
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,6.2,6.2,Q1,6.2,0.9
Applied Surface Science Advances,6.2,6.2,N/A,6.1,1.6
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,6.2,6.2,Q1,6.0,1.5
FlatChem,6.2,5.7,Q2,5.8,1.5
Fundamental Research,6.2,6.2,N/A,6.1,2.0
OBSTETRICAL & GYNECOLOGICAL SURVEY,6.2,4.5,Q1,6.0,2.1
Expert Review of Vaccines,6.2,5.6,Q2,6.0,2.1
EXPERT REVIEWS IN MOLECULAR MEDICINE,6.2,6.3,Q1,6.1,1.1
JOURNAL OF SECOND LANGUAGE WRITING,6.1,7.0,Q1,5.3,0.7
Crime Science,6.1,4.7,N/A,5.6,0.7
Research Integrity and Peer Review,6.1,,N/A,5.9,2.8
Journal of Computers in Education,6.1,4.6,N/A,6.0,1.0
HUMAN REPRODUCTION,6.1,7.1,Q1,5.7,1.4
ECONOMETRICA,6.1,7.5,Q1,5.9,2.6
JOURNAL OF POPULATION ECONOMICS,6.1,5.0,Q1,5.7,0.3
European Journal of Teacher Education,6.1,5.1,Q1,5.9,0.4
Family Medicine and Community Health,6.1,4.3,N/A,6.1,0.8
ECOLOGICAL MONOGRAPHS,6.1,8.7,Q1,6.1,1.0
NEPHROLOGY DIALYSIS TRANSPLANTATION,6.1,5.8,Q1,5.8,1.7
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,6.1,6.4,Q1,5.8,1.6
JOURNAL OF BUSINESS ETHICS,6.1,8.1,Q1,5.5,1.0
Journal of Transport Geography,6.1,6.6,Q1,5.4,1.2
Structural Change and Economic Dynamics,6.1,5.7,Q1,5.8,1.8
Engineering Applications of Computational Fluid Mechanics,6.1,6.1,Q1,5.2,1.6
JOURNAL OF CORPORATE FINANCE,6.1,6.9,Q1,5.9,0.8
JOURNAL OF APPLIED CRYSTALLOGRAPHY,6.1,4.6,Q1,5.9,0.7
Journal of Purchasing and Supply Management,6.1,7.0,Q2,5.0,2.4
Clinical Neuropsychiatry,6.1,3.6,N/A,6.0,1.2
European Stroke Journal,6.1,6.4,Q1,5.7,0.9
People and Nature,6.1,6.5,Q1,5.5,0.8
Journal of Urban Management,6.1,5.9,N/A,5.8,1.1
Geoderma,6.1,7.0,Q1,5.7,1.3
SOCIO-ECONOMIC PLANNING SCIENCES,6.1,6.0,Q1,5.3,3.4
Journal of International Management,6.1,6.4,Q2,5.5,1.6
TALANTA,6.1,5.4,Q1,5.8,1.5
ADDICTION,6.1,6.4,Q1,5.7,1.3
EUROPACE,6.1,5.3,Q2,5.6,1.5
WORK AND STRESS,6.1,8.1,Q1,5.9,1.1
LIFE SCIENCES,6.1,5.8,Q1,6.0,1.2
Astrodynamics,6.1,6.4,N/A,4.0,1.3
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,6.1,6.3,Q1,5.6,1.3
Gondwana Research,6.1,6.5,Q1,5.7,3.9
Computer Methods and Programs in Biomedicine,6.1,6.1,Q1,5.7,1.0
JOURNAL OF MARKETING RESEARCH,6.1,8.4,Q1,5.7,1.4
NEUROBIOLOGY OF DISEASE,6.1,6.0,Q1,5.9,1.5
LAB ON A CHIP,6.1,6.9,N/A,5.6,1.2
ARCHIVES OF TOXICOLOGY,6.1,5.7,Q1,5.8,1.3
Organizational Psychology Review,6.1,6.3,Q1,6.0,0.4
Food & Function,6.1,6.5,Q1,5.7,1.1
Food Chemistry-X,6.1,6.4,Q1,5.7,1.7
CELL BIOLOGY AND TOXICOLOGY,6.1,5.3,Q1,5.8,1.0
SAFETY SCIENCE,6.1,6.2,Q1,5.5,1.2
APL Materials,6.1,5.9,Q1,5.9,1.2
EXPERT OPINION ON INVESTIGATIONAL DRUGS,6.1,5.5,Q1,6.1,1.3
Nutrition & Diabetes,6.1,6.0,Q1,6.1,1.0
Journal of Industrial and Engineering Chemistry,6.1,5.6,Q1,5.7,1.6
Child and Adolescent Mental Health,6.1,4.4,Q1,5.9,1.5
CLINICAL AND EXPERIMENTAL ALLERGY,6.1,5.0,Q2,5.5,1.7
NUTRITION REVIEWS,6.1,7.8,Q1,6.0,0.8
CHINESE MEDICAL JOURNAL,6.1,3.9,Q2,5.8,2.0
Automotive Innovation,6.1,4.2,N/A,5.8,1.5
Neural Regeneration Research,6.1,5.1,Q2,5.5,3.1
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,6.1,9.0,Q1,5.6,3.6
QUARTERLY REVIEWS OF BIOPHYSICS,6.1,6.6,Q1,6.0,1.8
APPLIED SPECTROSCOPY REVIEWS,6.1,6.2,Q1,6.0,0.5
CLEVELAND CLINIC JOURNAL OF MEDICINE,6.1,4.2,Q2,6.1,1.1
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,6.1,5.3,Q1,6.0,0.3
Wiley Interdisciplinary Reviews-Energy and Environment,6.1,4.8,Q2,5.9,0.9
SYSTEM,6.0,6.0,Q1,5.5,1.5
American Economic Journal-Macroeconomics,6.0,6.6,Q1,5.9,1.2
Ain Shams Engineering Journal,6.0,5.1,Q1,5.2,2.6
JOURNAL OF MARRIAGE AND FAMILY,6.0,5.2,Q1,5.6,0.6
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,6.0,5.9,Q1,5.4,4.8
AMERICAN JOURNAL OF PATHOLOGY,6.0,5.1,Q1,6.0,1.9
DRUG DELIVERY,6.0,6.5,Q1,5.7,2.0
ACS Pharmacology & Translational Science,6.0,5.7,N/A,5.8,1.0
Journal of Tourism and Services,6.0,4.1,N/A,5.0,0.6
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,6.0,6.2,Q1,5.7,1.4
Kidney International Reports,6.0,5.3,Q1,5.8,2.2
FOOD CONTROL,6.0,5.8,Q1,5.6,1.5
International Journal of Fatigue,6.0,6.0,Q1,4.7,1.9
Stem Cells Translational Medicine,6.0,6.9,Q1,5.9,1.1
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,6.0,7.1,Q1,5.3,0.7
Health Policy and Technology,6.0,3.9,Q1,5.8,1.3
JOURNAL OF NEUROLOGY,6.0,5.6,Q1,5.7,0.9
Annual Review of Biomedical Data Science,6.0,6.1,N/A,5.9,0.8
LWT-FOOD SCIENCE AND TECHNOLOGY,6.0,6.0,Q1,5.6,1.4
Australasian Marketing Journal,6.0,6.6,N/A,5.0,2.0
JOURNAL OF AIR TRANSPORT MANAGEMENT,6.0,5.0,Q2,5.3,0.5
Journal of Intellectual Capital,6.0,6.9,Q2,5.2,1.0
CNS DRUGS,6.0,6.2,Q1,5.8,1.3
Electronic Commerce Research and Applications,6.0,7.6,Q1,5.5,1.1
Health Information Science and Systems,6.0,5.7,Q2,5.7,0.8
CLINICAL SCIENCE,6.0,6.6,Q1,6.0,1.9
COMPUTER COMMUNICATIONS,6.0,4.8,Q2,5.7,1.0
JOURNAL OF MOLECULAR LIQUIDS,6.0,5.6,Q1,5.0,1.7
Environmental Health,6.0,7.0,Q1,5.9,1.0
SCRIPTA MATERIALIA,6.0,6.2,Q1,5.7,1.3
United European Gastroenterology Journal,6.0,5.2,Q2,5.2,1.5
EUROPEAN POLYMER JOURNAL,6.0,5.1,Q1,5.4,1.3
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,6.0,5.8,Q1,5.3,1.4
Journal of Xenobiotics,6.0,5.0,N/A,5.9,1.2
Computational and Structural Biotechnology Journal,6.0,6.3,Q1,5.8,0.9
ENVIRONMENTAL SCIENCE & POLICY,6.0,6.4,Q1,5.5,1.2
NEW ASTRONOMY REVIEWS,6.0,6.8,Q1,5.9,6.0
NEUROCOMPUTING,6.0,6.0,Q2,5.4,1.3
APL Bioengineering,6.0,6.1,Q1,5.6,1.4
Sustainability Science,6.0,7.4,Q1,5.4,1.8
BIOMASS & BIOENERGY,6.0,5.3,Q1,5.8,1.7
Emerging Contaminants,6.0,,N/A,5.6,2.3
Annual Review of Vision Science,6.0,8.0,Q1,5.9,0.7
Arabian Journal of Chemistry,6.0,5.9,Q2,5.8,1.6
JOURNAL OF MACHINE LEARNING RESEARCH,6.0,8.0,Q1,6.0,2.2
NEURAL COMPUTING & APPLICATIONS,6.0,5.6,Q2,5.5,1.1
Geo-Spatial Information Science,6.0,5.3,Q2,4.3,1.2
Journal of the International AIDS Society,6.0,5.8,Q1,5.4,1.1
BIOFACTORS,6.0,6.1,Q1,5.8,1.2
Sustainable Chemistry and Pharmacy,6.0,5.6,N/A,5.6,1.5
Fungal Biology Reviews,6.0,7.2,Q1,6.0,1.3
Carbon Resources Conversion,6.0,6.5,N/A,5.3,1.7
Cells,6.0,6.7,Q2,5.7,1.1
Reviews of Environmental Contamination and Toxicology,6.0,7.1,Q1,6.0,0.6
Immune Network,6.0,5.7,Q2,5.8,1.1
Sexual and Reproductive Health Matters,6.0,5.6,Q1,5.5,0.7
Advances in Physics-X,6.0,8.5,Q1,6.0,2.5
Proceedings of the Institution of Mechanical Engineers Part N-Journal of Nanomaterials Nanoengineering and Nanosystems,6.0,4.1,N/A,5.9,0.7
REVISTA ESPANOLA DE CARDIOLOGIA,5.9,4.6,Q2,5.1,3.3
Contemporary Security Policy,5.9,3.8,Q1,5.5,1.0
BRITISH JOURNAL OF GENERAL PRACTICE,5.9,6.4,Q1,5.3,2.5
IEEE Transactions on Emerging Topics in Computing,5.9,5.3,Q1,5.6,2.5
Technological and Economic Development of Economy,5.9,4.2,Q1,5.4,1.7
ACCIDENT ANALYSIS AND PREVENTION,5.9,6.1,Q1,4.9,1.3
JOURNAL OF ACCOUNTING & ECONOMICS,5.9,9.6,Q1,5.5,1.6
ANESTHESIA AND ANALGESIA,5.9,5.7,Q1,5.4,2.0
EUROPEAN RADIOLOGY,5.9,5.5,Q1,5.4,0.7
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,5.9,6.3,Q1,5.7,0.8
Communications Biology,5.9,6.3,Q1,5.8,1.1
ANNALS OF AGRICULTURAL SCIENCES,5.9,,N/A,5.9,0.6
JOURNAL OF COMMUNITY HEALTH,5.9,3.9,Q1,5.8,0.6
Stroke and Vascular Neurology,5.9,7.3,Q1,5.8,0.7
MEDICAL CLINICS OF NORTH AMERICA,5.9,6.8,Q1,5.8,0.3
EUROPEAN JOURNAL OF PERSONALITY,5.9,6.1,Q1,5.4,1.0
IEEE TRANSACTIONS ON RELIABILITY,5.9,5.1,Q1,5.4,1.5
INDUSTRIAL CROPS AND PRODUCTS,5.9,6.0,Q1,5.4,1.5
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,5.9,8.1,Q1,5.9,0.7
ECOGRAPHY,5.9,7.2,Q1,5.7,0.8
INFORMATION SYSTEMS FRONTIERS,5.9,6.0,Q1,4.8,1.9
Therapeutic Advances in Neurological Disorders,5.9,5.8,Q1,5.8,0.7
BIOLOGICAL CONSERVATION,5.9,6.4,Q1,5.7,1.0
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,5.9,6.5,Q1,5.8,2.7
Sustainable and Resilient Infrastructure,5.9,6.0,N/A,5.3,1.0
Internet of Things,5.9,6.4,Q1,5.6,2.3
Current Opinion in Virology,5.9,6.0,Q1,5.6,2.8
Internet Research,5.9,7.9,Q1,5.3,1.1
Diabetes & Metabolism Journal,5.9,5.4,Q2,5.5,2.2
Journal of Management Analytics,5.9,5.7,Q1,5.7,0.5
Journal of Healthcare Informatics Research,5.9,4.3,N/A,5.8,0.5
Stem Cell Reports,5.9,6.7,Q2,5.8,1.6
ENVIRONMENTAL & RESOURCE ECONOMICS,5.9,4.3,Q1,5.7,0.6
npj Breast Cancer,5.9,6.5,Q1,5.8,1.3
Current Opinion in Psychology,5.9,7.3,Q1,5.7,2.0
POLYMER DEGRADATION AND STABILITY,5.9,5.8,Q1,5.3,1.8
Service Business,5.9,4.5,Q3,4.8,0.8
Groundwater for Sustainable Development,5.9,,N/A,5.3,1.2
Nutrients,5.9,6.6,Q1,5.0,1.1
BIPOLAR DISORDERS,5.9,6.1,Q1,5.5,1.1
American Journal of Medicine,5.9,5.4,Q1,5.7,1.4
Cancer & Metabolism,5.9,6.3,Q1,5.8,1.0
IEEE Open Journal of the Computer Society,5.9,5.9,N/A,5.8,0.8
Communications Chemistry,5.9,6.3,Q2,5.8,1.3
JOURNAL OF INDUSTRIAL ECOLOGY,5.9,7.6,N/A,5.4,0.9
Environmental Sciences Europe,5.9,6.6,Q1,5.8,1.4
Journal of Genetics and Genomics,5.9,5.9,Q1,5.7,2.6
ACS Applied Nano Materials,5.9,5.9,Q2,5.7,1.2
ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,5.9,5.4,Q1,5.5,2.4
Sensors and Actuators Reports,5.9,5.8,N/A,5.9,2.0
CRITICAL REVIEWS IN TOXICOLOGY,5.9,6.2,Q1,5.8,0.5
DRUG METABOLISM REVIEWS,5.9,7.1,Q1,5.8,1.0
GEOLOGY,5.8,5.9,Q1,5.6,1.6
CRIMINOLOGY,5.8,6.7,Q1,5.4,1.2
Comprehensive Physiology,5.8,11.1,Q1,5.8,1.4
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,5.8,6.2,Q1,5.8,0.6
REVIEW OF ECONOMIC STUDIES,5.8,7.1,Q1,5.6,1.0
Journal of Statistical Software,5.8,22.2,Q1,5.7,0.6
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,5.8,6.3,Q1,5.5,1.3
FIELD CROPS RESEARCH,5.8,6.9,Q1,5.1,1.1
GENDER WORK AND ORGANIZATION,5.8,5.3,Q1,5.0,0.4
Applied Economic Perspectives and Policy,5.8,5.1,Q1,5.4,1.1
Annual Review of Resource Economics,5.8,7.7,Q1,5.8,0.6
BIOINFORMATICS,5.8,8.3,Q1,5.5,0.8
GEOTECHNIQUE,5.8,6.3,Q1,5.2,1.8
International Journal of Pharmaceutics,5.8,5.8,Q1,5.3,1.1
ECONOMIC GEOLOGY,5.8,5.6,Q1,5.4,2.0
Marine Pollution Bulletin,5.8,6.5,Q1,4.9,1.2
BIOCHEMICAL PHARMACOLOGY,5.8,5.8,Q1,5.7,1.5
European Research on Management and Business Economics,5.8,6.6,Q1,5.6,2.2
ACS Macro Letters,5.8,5.9,Q1,5.6,1.8
Paediatric Respiratory Reviews,5.8,4.3,Q1,5.8,2.4
RESPIRATORY RESEARCH,5.8,5.9,Q1,5.7,0.7
STRUCTURAL SAFETY,5.8,6.0,Q1,5.3,1.3
DIABETES OBESITY & METABOLISM,5.8,5.6,Q1,5.4,1.4
Multiple Sclerosis Journal,5.8,5.6,Q1,5.4,1.2
EUROPEAN JOURNAL OF ENDOCRINOLOGY,5.8,6.3,Q1,5.6,1.5
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,5.8,6.1,Q1,5.5,1.7
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,5.8,,N/A,5.6,0.3
Artificial Cells Nanomedicine and Biotechnology,5.8,6.3,N/A,5.8,0.7
Journal of the Association for Information Systems,5.8,6.1,Q1,5.5,2.2
MICROBES AND INFECTION,5.8,3.7,Q2,5.7,1.1
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,5.8,5.8,Q2,4.7,2.1
JOURNAL OF INTERNATIONAL MARKETING,5.8,8.1,Q2,4.8,1.3
Foundations and Trends in Systems and Control,5.8,8.0,N/A,5.8,
Journal of Nutrition Health & Aging,5.8,5.1,Q2,5.6,0.6
Cancer Cell International,5.8,5.6,Q2,5.7,1.4
COLLOIDS AND SURFACES B-BIOINTERFACES,5.8,5.4,Q1,5.6,1.2
IEEE Open Journal of Engineering in Medicine and Biology,5.8,5.8,N/A,5.6,0.3
CANCER IMMUNOLOGY IMMUNOTHERAPY,5.8,6.1,Q2,5.7,1.1
iScience,5.8,5.8,Q1,5.7,1.2
NEW TECHNOLOGY WORK AND EMPLOYMENT,5.8,6.9,Q1,4.9,1.0
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,5.8,7.8,Q1,5.6,1.6
INFLAMMOPHARMACOLOGY,5.8,5.4,Q1,5.6,1.3
ADVANCES IN ATMOSPHERIC SCIENCES,5.8,4.7,Q2,5.5,2.2
ONCOLOGIST,5.8,5.8,Q2,5.6,0.9
Complex & Intelligent Systems,5.8,6.0,Q2,5.2,1.1
INDOOR AIR,5.8,6.3,Q1,5.2,1.1
CLINICAL AUTONOMIC RESEARCH,5.8,4.8,Q2,5.4,1.3
Database-The Journal of Biological Databases and Curation,5.8,4.6,Q1,5.6,0.8
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,5.8,5.4,Q2,4.8,1.5
Clinical & Translational Immunology,5.8,5.9,Q2,5.7,1.4
Current Atherosclerosis Reports,5.8,6.4,Q1,5.6,1.3
NEUROPSYCHOLOGY REVIEW,5.8,8.0,Q1,5.7,0.9
IEEE Open Journal of Power Electronics,5.8,5.8,N/A,5.4,0.6
Infectious Diseases,5.8,4.3,Q2,5.7,0.7
Bioinformatics and Biology Insights,5.8,4.2,N/A,5.7,0.4
EXPERT OPINION ON THERAPEUTIC TARGETS,5.8,6.9,Q1,5.7,1.4
Open Biology,5.8,6.5,Q1,5.7,0.8
Advanced Energy and Sustainability Research,5.8,5.8,N/A,5.6,1.6
FOOD REVIEWS INTERNATIONAL,5.8,6.5,Q1,5.7,1.5
Perspectives in Public Health,5.8,6.3,Q1,5.7,0.4
STATISTICAL SCIENCE,5.7,6.1,Q1,5.6,1.0
HUMAN RELATIONS,5.7,6.6,Q1,5.3,0.8
BMJ Quality & Safety,5.7,6.9,Q1,5.3,1.8
Equilibrium-Quarterly Journal of Economics and Economic Policy,5.7,3.0,N/A,5.5,1.0
Engineering Science and Technology-An International Journal-JESTECH,5.7,5.7,Q1,5.5,2.1
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,5.7,6.3,Q1,4.8,2.2
Chinese Journal of Aeronautics,5.7,4.7,Q1,4.7,2.3
GERONTOLOGIST,5.7,6.2,Q1,5.2,1.1
JOURNAL OF ADVERTISING,5.7,9.3,Q1,5.1,1.2
AMERICAN JOURNAL OF CHINESE MEDICINE,5.7,5.0,Q1,5.2,1.1
CELLULOSE,5.7,5.6,Q1,5.1,1.1
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,5.7,6.4,Q1,5.5,1.3
ENVIRONMENT AND BEHAVIOR,5.7,7.2,Q1,5.6,0.7
NEUROIMAGE,5.7,7.0,Q1,5.1,1.0
Acta Geotechnica,5.7,6.0,Q1,4.7,1.2
Social Psychological and Personality Science,5.7,6.1,Q1,5.6,0.7
Journal of the European Ceramic Society,5.7,5.5,Q1,5.0,1.3
Horticultural Plant Journal,5.7,5.4,Q1,4.9,2.3
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,5.7,5.6,Q1,5.3,1.2
RADIOTHERAPY AND ONCOLOGY,5.7,5.8,Q1,5.1,1.5
HEART,5.7,5.9,Q1,5.4,2.1
CURRENT OPINION IN NEUROBIOLOGY,5.7,6.7,Q1,5.6,1.6
JOURNAL OF APPLIED ECOLOGY,5.7,6.5,Q1,5.5,0.9
JOURNAL OF GENERAL INTERNAL MEDICINE,5.7,6.2,Q1,5.4,0.9
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,5.7,6.0,Q1,4.1,1.2
MICROCHIMICA ACTA,5.7,5.4,Q1,5.4,1.6
npj Quantum Materials,5.7,6.3,Q1,5.5,2.0
Clinical Epigenetics,5.7,6.7,Q1,5.4,0.8
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,5.7,6.0,Q1,5.4,1.3
Marine Life Science & Technology,5.7,5.8,Q1,5.1,1.4
Neurotherapeutics,5.7,7.5,Q1,5.5,1.8
Molecular Therapy-Oncolytics,5.7,5.6,Q2,5.5,2.3
MOLECULAR CANCER THERAPEUTICS,5.7,6.3,Q1,5.6,1.5
Advances in Nano Research,5.7,5.7,Q2,3.8,0.9
Journal of Physical Chemistry Letters,5.7,6.0,Q1,5.3,1.2
Science China-Earth Sciences,5.7,6.2,Q1,5.4,1.7
CANCER SCIENCE,5.7,6.0,Q2,5.5,0.7
NEUROEPIDEMIOLOGY,5.7,4.6,Q2,5.6,0.5
PEDOSPHERE,5.7,5.7,Q1,5.6,2.7
STRUCTURE,5.7,5.1,Q1,5.6,2.1
Microbial Biotechnology,5.7,6.4,Q1,5.5,0.9
IEEE ROBOTICS & AUTOMATION MAGAZINE,5.7,6.4,Q1,5.6,1.0
CLINICS IN CHEST MEDICINE,5.7,4.6,Q2,5.6,0.5
SEMINARS IN THROMBOSIS AND HEMOSTASIS,5.7,4.5,Q2,4.5,1.2
Journal of Global Operations and Strategic Sourcing,5.7,4.1,N/A,4.1,1.2
MOLECULAR MEDICINE,5.7,6.3,Q1,5.7,1.2
EXERCISE AND SPORT SCIENCES REVIEWS,5.7,6.1,Q1,5.6,2.1
Frontiers in Bioengineering and Biotechnology,5.7,6.2,Q1,5.3,1.0
Cancer Nanotechnology,5.7,6.9,Q1,5.6,1.0
IEEE CONTROL SYSTEMS MAGAZINE,5.7,7.3,Q1,5.4,0.8
Future Foods,5.7,5.9,N/A,5.5,2.9
Journal of the Taiwan Institute of Chemical Engineers,5.7,5.3,Q1,4.9,1.9
JOURNAL OF THE ENERGY INSTITUTE,5.7,5.7,Q2,5.4,1.7
Annals of Clinical Microbiology and Antimicrobials,5.7,5.4,Q2,5.7,1.6
ACS Biomaterials Science & Engineering,5.7,5.6,Q2,5.6,1.1
Frontiers in Cellular and Infection Microbiology,5.7,5.9,Q1,5.3,0.9
Batteries & Supercaps,5.7,5.6,Q2,5.4,1.3
NUTRITION RESEARCH REVIEWS,5.7,8.9,Q1,5.6,1.0
Expert Review of Anti-Infective Therapy,5.7,5.4,Q1,5.7,1.0
Therapeutic Advances in Infectious Disease,5.7,4.8,N/A,5.2,0.4
NEW CARBON MATERIALS,5.7,4.0,Q2,5.2,1.3
Comunicar,5.6,5.6,Q1,5.3,2.1
Earth System Governance,5.6,6.9,N/A,4.8,1.7
Journal of Computing in Higher Education,5.6,5.9,Q1,5.4,0.6
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,5.6,6.3,Q1,5.3,1.7
BIOLOGY OF SPORT,5.6,4.7,Q1,4.9,1.9
American Journal of Criminal Justice,5.6,4.0,Q1,5.3,0.5
Aerospace Science and Technology,5.6,5.3,Q1,4.0,1.2
Annual Review of Economics,5.6,8.6,Q1,5.4,1.0
MEASUREMENT,5.6,5.0,Q1,4.9,1.3
EPILEPSIA,5.6,6.5,Q1,5.0,1.6
TELECOMMUNICATIONS POLICY,5.6,4.9,Q1,4.9,2.3
APL Photonics,5.6,5.6,Q1,5.4,1.5
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,5.6,5.3,Q1,5.5,0.9
ACM TRANSACTIONS ON INFORMATION SYSTEMS,5.6,5.9,Q1,4.8,1.6
International Journal of Mental Health Nursing,5.6,4.4,N/A,5.1,0.4
Circulation-Cardiovascular Interventions,5.6,7.0,Q1,5.5,1.9
NONLINEAR DYNAMICS,5.6,5.1,Q1,4.6,1.4
COMPUTERS & SECURITY,5.6,5.7,Q1,5.2,0.7
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,5.6,5.4,Q1,4.3,1.1
SLEEP,5.6,6.0,Q1,5.0,1.3
Blockchain-Research and Applications,5.6,5.6,N/A,5.4,1.4
Journal of Chemical Information and Modeling,5.6,5.9,Q1,5.0,1.5
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,5.6,6.9,Q1,5.0,0.7
ANNALS OF EPIDEMIOLOGY,5.6,5.1,Q1,5.5,0.6
INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,5.6,6.2,Q2,5.2,1.1
JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,5.6,6.1,Q1,5.0,0.2
Computer Networks,5.6,4.9,Q1,5.4,1.0
GeroScience,5.6,5.7,Q1,5.3,1.1
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,5.6,5.2,Q1,5.0,2.3
Child and Adolescent Psychiatry and Mental Health,5.6,5.0,Q1,5.4,0.6
Current Research in Biotechnology,5.6,5.8,N/A,5.4,1.0
International Immunopharmacology,5.6,5.6,Q1,5.4,1.2
Journal of Information Security and Applications,5.6,5.1,Q2,5.3,0.7
Frontiers in Plant Science,5.6,6.8,Q1,4.8,0.8
Frontiers in Pharmacology,5.6,6.1,Q1,5.1,0.9
Benchmarking-An International Journal,5.6,4.9,N/A,4.7,0.8
APPLIED CLAY SCIENCE,5.6,5.5,Q1,5.0,1.5
Journal of Product and Brand Management,5.6,5.4,Q2,4.5,0.8
Journal of Theoretical and Applied Electronic Commerce Research,5.6,5.4,Q3,5.4,1.5
